"","sim_id","true_alpha_game1","fit_alpha_game1","true_alpha_game2","fit_alpha_game2","true_temp_game1","fit_temp_game1","true_temp_game2","fit_temp_game2","true_envy","fit_envy","true_guilt","fit_guilt","neg_log_lik"
"77",77,0.0430059261899442,0.00679742887639938,0.459433930939995,1,0.593887669523247,0.1,3.01884212421719,8.5539423593888,0.767291303258389,0.98820600617315,0.911891285679303,0.837608031384251,53.8569041809229
"78",78,0.32225567351561,1,0.1331031531794,0.101835726301161,1.52133344230242,3.21614825954581,4.88425923627801,1.55930163631843,0.375047920737416,0.0265937357906898,0.00906656601000577,0.302098671810396,46.6685560549764
"79",79,0.374297506515868,1,0.719562987005338,1,0.607446817751043,0.0999999999999999,0.795905652525835,0.1,0.763082154095173,0.01,0.615941827883944,0.01,8.95879736864028
"80",80,0.87844939132221,1,0.319310370269231,0.0061956073180401,4.72899739902932,0.1,4.49762228624895,0.1,0.0215032668784261,5,0.249697697698139,0.256913641073347,43.0943478601675
"81",81,0.330828640749678,1,0.435863013928756,0.672062129227898,0.101569621707313,0.1,1.25963606010191,4.19924461073095,0.834449894260615,1.17301162524131,0.777952506789006,0.01,14.1017256906702
"82",82,0.599957686727867,0.953371594344005,0.832382189445198,0.833585153443674,1.9514778316021,0.1,4.26569437852595,5.75914812782981,1.04929965920746,2.34501737134485,0.461775125702843,0.01,16.2389878351588
"83",83,0.455587327494286,0.0279759289895981,0.524971064054407,0.741456157695733,3.57819678273518,0.1,3.57335718416143,3.89577898792004,0.0424012807197869,0.510981186938164,0.856595163582824,0.88067048504737,32.7884978489734
"84",84,0.0999225002154708,0.00727885907918439,0.714640716188587,1,1.3287357165711,0.1,4.64285421830136,5.54050843492972,1.20136613585055,0.634043027352444,0.783200604259036,0.773350849860119,56.0119706613414
"85",85,0.91788454066962,1,0.459724881579168,0.975215188677598,0.964950562291779,0.1,0.394953134539537,0.1,1.35144001990557,2.93749288940562,0.152030664961785,0.01,12.1776731927085
"86",86,0.0665803036885336,0.0139384222500319,0.662062022322789,0.993396325664413,1.40680184122175,0.288046194797858,3.52792635988444,4.37354613862182,1.76183677604422,4.9737521011281,0.179345663753338,0.0786636419907794,49.1143674730416
"87",87,0.551237084870227,1,0.0332784633897245,0.0146756323370775,2.01848225265276,1.98759442252265,0.441404450056143,0.1,1.83080499758944,5,0.367948648170568,0.600538293768343,31.7430614077706
"88",88,0.407685303851031,0.462432434295298,0.0136135540204123,0.001,2.75239007666241,1.4101913078587,2.99341604053043,0.338201344585778,1.37232657941058,5,0.728774407412857,0.811229826599865,64.2369513281845
"89",89,0.624417273364961,1,0.196362686431967,1,3.73733641253784,0.1,0.145431841933168,0.1,1.88657387532294,5,0.675246705184691,0.86763947685881,15.3557304791853
